Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
405;Невель;Pskov;Nevel'skiy;"[ 0.32794306  0.          0.          0.31942986  0.25201461  0.4674568
  0.16966599  0.31942986  0.06043624  0.5833817   0.15622543  0.09578918
  0.          0.03773962 -0.         -0.          0.14327568 -0.
 -0.         -0.         -0.          0.22415207 -0.         -0.
  0.03292044  0.06267185  0.00575498 -0.        ]";[0.367303909009541, 0.018280402384952755, 0.028882169503131033, 0.22480694997639147, 0.15783065157248138, 0.4873365946976654, 0.12870562268831878, 0.20334025822861876, 0.039820033875940124, 0.5804494442649294, 0.12098382610052012, 0.026366286700388212, 0.0, 0.02353779241182956, 0.10991037673855324, 0.16347989543648148, 0.35209441811668557, 0.2715559132740261, 0.20436640103435105, 0.10709413952838952, 0.11544602404928805, 0.11635983777090543, 0.0740244613617588, 0.0903267830850444, 0.548598042098646, 0.20578307969129878, 0.28250193011886615, 0.134486738185366]
406;Кослан;Komi;Udorskiy;"[ 0.50634457  0.          0.          0.          0.          0.49633137
  0.          0.          0.          0.70517398  0.          0.
  0.         -0.         -0.          0.24214992  0.45465948  0.77294644
 -0.          0.2935966  -0.         -0.         -0.         -0.
  0.72058546  0.26879928  0.79626258  1.05251487]";[0.3550156410823592, 0.12492862473656212, 0.14492924209994193, 0.27462653959712885, 0.21167794638786833, 0.4326897673608756, 0.2005725082187206, 0.2509640617224174, 0.12306974115161713, 0.4489742534268488, 0.20951541642465418, 0.09007591068750981, 0.03670430659089551, 0.0722980660551435, 0.053328831109203785, 0.07531604596823961, 0.23092478516413809, 0.16076545132320683, 0.28310369430729604, 0.11416531287817894, 0.059947320696853074, 0.13995942044895868, 0.005417484037123392, 0.047624826126104476, 0.2434626752376694, 0.17090346002303403, 0.32202265091176957, 0.2709714713446307]
407;Уфа;Bashkortostan;Ufa;"[ 0.36383997  0.20377501  0.2334621   0.28518683  0.31201687  0.35530568
  0.26656899  0.24242441  0.20019741  0.39411192  0.33375651  0.14514797
  0.09471181 -0.          1.57273768 -0.         -0.         -0.
  1.5740615   1.09050656  0.50436437  0.68192641  1.49016332  0.37988686
 -0.         -0.          0.23630098  2.19666625]";[0.33224585142059526, 0.04181226173180896, 0.05611795300645573, 0.36832296538363984, 0.10991834157871576, 0.5030788119298751, 0.17014355125780053, 0.3259599590871168, 0.04618312945232864, 0.34245628771691805, 0.08192919182683753, 0.03499085343572626, 0.012948397893821049, 0.05905275796291857, 0.1675440656765491, 0.26197928349863603, 0.5661234318330319, 0.10873930633332973, 0.14486676146644203, 0.07789332583597135, 0.20340049377166766, 0.06420441730559565, 0.12150714189063234, 0.23988747676655128, 0.1993971666717719, 0.300058664268839, 0.6883399536220544, 0.4340204156196928]
408;Алексеевка;Belgorod;;"[ 0.          0.          0.          0.32260082  0.          0.751333
  0.          0.57569735  0.          0.          0.          0.
  0.          0.09281584  0.04001123  0.18976571  0.88030705 -0.
 -0.         -0.          0.52349467 -0.         -0.          0.3612551
  0.66274392  0.34887403  1.20251303  0.42059083]";[0.17693762610945818, 0.049379478026745804, 0.054481488229929646, 0.3738438276964226, 0.10732360001018278, 0.5844411140805083, 0.1242389282813358, 0.4218933582893879, 0.04843691152574934, 0.19446819987285296, 0.0775415746014061, 0.03336127664901261, 0.016151799810715666, 0.05356597041695028, 0.14310913504241324, 0.22090738196640622, 0.64241260252838, 0.05794134076088185, 0.19906865230294435, 0.13212502530468284, 0.3073594150545153, 0.07986877285951541, 0.011668941260685881, 0.2596488142683677, 0.39274204145093483, 0.3070888088567044, 0.8674710595713087, 0.3977809456515576]
409;Пучеж;Ivanovo;;"[ 0.          0.          0.          0.47200324  0.          0.72860462
  0.          0.49633482  0.          0.          0.          0.
  0.         -0.          0.25065283  0.36628066  0.91475107 -0.
 -0.         -0.          0.56656917 -0.          0.04360349  0.3890429
  0.47143105  0.68801918  1.37432707  0.91706643]";[0.17389384363842228, 0.008297577651586915, 0.016231520090369465, 0.2852335908628301, 0.04771921168047562, 0.632769791472073, 0.04051965021314475, 0.34794548459312574, 0.017339478627683487, 0.3009196552403174, 0.05855103904430931, 0.01101683891363768, 0.0, 0.036519981220496475, 0.11639564118660442, 0.21956193533820254, 0.6731297601530781, 0.25763576027483515, 0.12744967900097418, 0.1830354863651703, 0.3250564092104823, 0.055447992968633064, 0.025292187021169272, 0.2824955409363661, 0.6430053652516532, 0.4441982180057699, 0.8895350462915959, 0.5055211157744591]
410;Злынка;Bryansk;;"[ 0.43107405  0.08487566  0.15033548  0.35500588  0.17789117  0.50478193
  0.28690001  0.38554662  0.12434059  0.35422154  0.          0.
  0.          0.21356701 -0.          0.36125322  0.58925018 -0.
 -0.         -0.          0.19267447 -0.         -0.          0.53740341
  0.03307953  0.30948427  0.84029368 -0.        ]";[0.3122017232753361, 0.034325296868994444, 0.08487224956114152, 0.2735067146317182, 0.12833899784274022, 0.5348135664573765, 0.14595565819131298, 0.2885802061762194, 0.07089242878832831, 0.44908454735827336, 0.06268552941284304, 0.031949075292398085, 0.0033644240216893356, 0.08463662688450058, 0.010084185902660563, 0.2485160375857202, 0.533472540567088, 0.15840201121681965, 0.06621558433694973, 0.01186848447231883, 0.1278066942248776, 0.02394571126945833, 0.0, 0.20400531770219868, 0.45539821648539897, 0.29627724820173196, 0.5335814842863791, 0.10521892674986034]
411;Кашин;Tver;Kashinskiy;"[ 0.          0.          0.          0.38067419  0.          0.72753826
  0.          0.57076724  0.          0.          0.          0.
  0.          0.06259517  0.14314423  0.2249866   0.87827366 -0.
 -0.         -0.          0.50686426 -0.         -0.          0.38132236
  0.72970965  0.38247541  1.19025404  0.48266026]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
412;Щучье;Kurgan;Shchuchanskiy;"[ 0.42207143  0.          0.09049495  0.38413705  0.1325727   0.50193985
  0.24253948  0.39366621  0.1325727   0.40646274  0.          0.
  0.          0.17720177 -0.          0.35725514  0.56575452 -0.
 -0.         -0.          0.12430726 -0.         -0.          0.51289187
  0.00370217  0.21525509  0.49543487 -0.        ]";[0.41743770062643165, 0.02018002684058183, 0.06694792317164557, 0.26383611387854194, 0.1685044461471471, 0.4848535402950927, 0.18514406734855018, 0.21067475454513918, 0.08526215289759104, 0.5157505423395998, 0.12350421011553947, 0.033735192920512726, 0.013208346314329494, 0.05659182439721287, 0.028218656731567888, 0.2226834986303173, 0.43628581704468977, 0.2768586085157938, 0.11109719399364591, 0.07721932936005414, 0.04552004937264345, 0.039010262790050196, 0.0, 0.15049483975897995, 0.41044238920444814, 0.23387620348109156, 0.44074897766324095, 0.15679978835327713]
413;Элиста;Kalmykia;;"[ 0.38842936  0.          0.          0.28893775  0.19027665  0.48548136
  0.21195741  0.28377131  0.          0.57626639  0.19027665  0.
  0.          0.04602584 -0.          0.11803929  0.57455479  0.26942758
 -0.         -0.         -0.         -0.         -0.         -0.
  0.48077011  0.04025718  0.50323274 -0.        ]";[0.19421468084919666, 0.0, 0.0, 0.3472784682830219, 0.09513832505681943, 0.5971124630309305, 0.10597870474665096, 0.4242601272222274, 0.05961177326926333, 0.28813319629640144, 0.09513832505681943, 0.0, 0.0, 0.08199983996483586, 0.08255962231736362, 0.1781193630489329, 0.7059427216510163, 0.1347137901249556, 0.0, 0.0, 0.2810691877849335, 0.0, 0.0, 0.21874565036494814, 0.5735305546326968, 0.2747308350354982, 0.8548522433410992, 0.21957330463132035]
414;Переславль-Залесский;Yaroslavl;Pereslavskiy;"[ 0.36540882  0.          0.          0.29232706  0.18891362  0.52399077
  0.07308176  0.1696906   0.          0.66078041  0.          0.
  0.         -0.         -0.          0.32959472  0.4855147   0.10201601
 -0.         -0.         -0.         -0.         -0.          0.07254431
  0.26169914  0.36814016  0.21506973 -0.        ]";[0.28138958792334745, 0.05544849004868745, 0.07483260438512856, 0.35406480305910626, 0.15608312494080848, 0.5155890102196685, 0.14412951182305933, 0.33311465197154855, 0.05391740291969928, 0.419324222923719, 0.09925925515951645, 0.036332601857976196, 0.011330661591233917, 0.06049486278920562, 0.15457874722624024, 0.19603271164745584, 0.5033621001023294, 0.056279380971070485, 0.16694651662289448, 0.09463582419116535, 0.1485258100443679, 0.09263269135986597, 0.08712387707769166, 0.21012769109251658, 0.3219705723803679, 0.24307571746378695, 0.4745217238532961, 0.24334744883537335]
415;Бологое;Tver;Bologovsky District;"[ 0.36865775  0.18379383  0.20919187  0.33049044  0.29046917  0.37683616
  0.27878491  0.28603948  0.18728136  0.39911645  0.25870637  0.16943576
  0.03745627  0.1533684   0.52901808 -0.         -0.         -0.
  0.81206156  0.2394594   0.30950446  0.42130931  0.22441641  0.07271218
 -0.          0.27732392 -0.         -0.        ]";[0.297094641852673, 0.02361254494620127, 0.053621349231507485, 0.2651445189659586, 0.09854876593356111, 0.5454590611331357, 0.09799919670950342, 0.29829169812205875, 0.03535873015285581, 0.44993927973402265, 0.08752918366086278, 0.02512042349495783, 0.014387428857808594, 0.05856844493632266, 0.11271910402812468, 0.18358693801116713, 0.5152240661451272, 0.1756655991540425, 0.1531879934020651, 0.08335348467463498, 0.14405459081218305, 0.08641560645058058, 0.05686736085647786, 0.2000194752179679, 0.4978555766130522, 0.23840470766279295, 0.45573704211905436, 0.21002332923691594]
416;Холм;Novgorod;;"[ 0.          0.          0.          0.351389    0.          0.80609595
  0.          0.47616707  0.          0.          0.          0.
  0.         -0.          0.1631548   0.33451203  0.8873813  -0.
 -0.         -0.          0.56153451 -0.          0.02096045  0.36228173
  0.59461137  0.61659064  1.36399808  0.88413789]";[0.2939644433089059, 0.04946046935339414, 0.06730918338750445, 0.20598157003888065, 0.13853461732412578, 0.5329271043918393, 0.07875157778280378, 0.2444813423662715, 0.05284535826401835, 0.4778735620514194, 0.16110917798100904, 0.03978143335253923, 0.01387813073697439, 0.0502771233237159, 0.06579845896482436, 0.09745233391630652, 0.3921651788139653, 0.2977850168657996, 0.219620080914803, 0.12108745914900858, 0.1326701149297294, 0.10600028398378973, 0.020428746068194125, 0.10756294155550476, 0.5729791925379495, 0.2400824093402551, 0.4589323819852022, 0.28368965863018286]
417;Купино;Novosibirsk;;"[ 0.38144468  0.          0.0549433   0.31009211  0.22457871  0.50692957
  0.1825177   0.3827232   0.10988661  0.47841108  0.16482991  0.
  0.          0.06261102 -0.          0.06123282  0.37477079  0.00565853
 -0.         -0.          0.11300229 -0.         -0.          0.22147201
 -0.         -0.          0.328408   -0.        ]";[0.3855945158075501, 0.055935850715607985, 0.09243348819217158, 0.33218592735713776, 0.1733582887995107, 0.470892828867565, 0.21225896453038695, 0.3048423816898852, 0.0831101237400829, 0.4084919924415814, 0.1279170136854638, 0.03529662185204492, 0.023186112921088776, 0.06594798460392165, 0.1278764291797809, 0.19755629705569216, 0.40457791904849716, 0.09979454907780647, 0.11915774930813677, 0.07642847037241587, 0.12636353796009084, 0.052166242953188606, 0.1179587672597046, 0.1977083675916041, 0.27697179913072234, 0.22138810373722126, 0.4183025712427196, 0.24606004703223508]
418;Карачев;Bryansk;;"[ 0.34583073  0.          0.          0.36216712  0.14237632  0.54517398
  0.          0.3975832   0.          0.52314243  0.          0.
  0.         -0.         -0.          0.21790706  0.67147207 -0.
 -0.         -0.         -0.         -0.         -0.          0.31557757
 -0.          0.04989512  0.64341536  0.10757087]";[0.3122017232753361, 0.034325296868994444, 0.08487224956114152, 0.2735067146317182, 0.12833899784274022, 0.5348135664573765, 0.14595565819131298, 0.2885802061762194, 0.07089242878832831, 0.44908454735827336, 0.06268552941284304, 0.031949075292398085, 0.0033644240216893356, 0.08463662688450058, 0.010084185902660563, 0.2485160375857202, 0.533472540567088, 0.15840201121681965, 0.06621558433694973, 0.01186848447231883, 0.1278066942248776, 0.02394571126945833, 0.0, 0.20400531770219868, 0.45539821648539897, 0.29627724820173196, 0.5335814842863791, 0.10521892674986034]
419;Домодедово;Moscow Oblast;Domodedovskiy;"[ 0.          0.          0.          0.46420052  0.          0.69782456
  0.          0.54548946  0.          0.          0.          0.
  0.          0.0029014   0.27272093  0.29837958  0.87153442 -0.
 -0.         -0.          0.60353994 -0.          0.07386298  0.40423075
  0.3774694   0.65144766  1.41038528  0.88596628]";[0.2383443552182965, 0.0, 0.0, 0.12070643740362941, 0.032568545247150485, 0.633365595018984, 0.005978277455155739, 0.172455652435965, 0.0, 0.4892875075336517, 0.046035991277872605, 0.0, 0.0, 0.024230270922658854, 0.018846696765712236, 0.22015335530495567, 0.5828583483410863, 0.3591026544800972, 0.030842506171144674, 0.08481895001388848, 0.16983053382873656, 0.029085598704754773, 0.02525525487954867, 0.11876136651416569, 0.7568308647427313, 0.39420387397592754, 0.5853821268964279, 0.2759323458740476]
420;Терек;Kabardino-Balkar;;"[ 0.3601138   0.          0.0585575   0.32344597  0.15136894  0.54730846
  0.2393516   0.4215948   0.          0.45252769  0.          0.
  0.          0.13977789 -0.          0.29120926  0.62581266 -0.
 -0.         -0.          0.17682343 -0.         -0.          0.54045719
 -0.          0.16842221  0.71876205 -0.        ]";[0.31810562278444504, 0.08374670263537631, 0.11226607984708807, 0.2715557486454295, 0.1666654163129676, 0.5035960546797815, 0.1774191506337431, 0.3014619108281502, 0.07008726772464306, 0.41441939257949745, 0.13993220199285708, 0.0678892996683756, 0.03430696323505426, 0.09995876189290244, 0.02627702983535943, 0.16542210457632997, 0.49055780631463164, 0.19723945549224342, 0.0, 0.004348272153566196, 0.1467273850798191, 0.0, 0.010404480892232249, 0.1937965980942337, 0.5304958788979603, 0.24726523577831117, 0.6247938322924743, 0.26153803623392835]
421;Махачкала;Dagestan;Makhachkala;"[ 3.61330289e-01  1.85088218e-01  2.21305551e-01  2.87341872e-01
  3.15157825e-01  3.73404921e-01  2.52188092e-01  2.54742397e-01
  1.82239821e-01  4.13521526e-01  3.37096289e-01  1.31474023e-01
  3.55292973e-02  1.51623084e-02 -0.00000000e+00 -0.00000000e+00
  2.54559927e-04  1.04918754e-01  6.09216300e-01 -0.00000000e+00
 -0.00000000e+00  3.65262719e-02 -0.00000000e+00 -0.00000000e+00
  5.86258592e-01  2.54445229e-02 -0.00000000e+00 -0.00000000e+00]";[0.2881653272587564, 0.07681292116105698, 0.11642406552188456, 0.3539004989620569, 0.1670807448087588, 0.5122678065365917, 0.1884017666766859, 0.37425206942271844, 0.0822859273653819, 0.3099505028065324, 0.12644972663806855, 0.0589990468360132, 0.005075613903047298, 0.0871676736258423, 0.06487116010726715, 0.1746032307374794, 0.46517136638850437, 0.09104561483343773, 0.08703090005573573, 0.008051101211505896, 0.21175875347982226, 0.00521803884187534, 0.023700194066913097, 0.25095448473420545, 0.34105958710435835, 0.24700797950278316, 0.6102728283392758, 0.2805814144943245]
