;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
322;323;Знаменск;Kaliningrad;Gvardeyskiy;"[ 0.46054319  0.          0.          0.          0.          0.48177849
  0.          0.          0.70905885  0.23027159  0.          0.
  0.          0.30626051 -0.         -0.         -0.          0.40685907
  0.30627356  0.47196849  0.50397082 -0.         -0.         -0.
  0.93134647  0.25344388  0.32147624  0.17972933]";[0.4605431860368979, 0.0, 0.0, 0.0, 0.0, 0.4817784948054744, 0.0, 0.0, 0.7090588474779089, 0.23027159301844896, 0.0, 0.0, 0.0, 0.30626050686667133, 0.0, 0.0, 0.0, 0.40685906931434396, 0.30627355581498616, 0.4719684917579151, 0.5039708191316967, 0.0, 0.0, 0.0, 0.9313464725369772, 0.25344388334440127, 0.3214762395037489, 0.17972933288788587]
323;324;Красный Сулин;Rostov;;"[ 0.36456069  0.31601194  0.28061061  0.21511715  0.30394586  0.36509361
  0.27014037  0.15687     0.41723061  0.28328465  0.15687     0.1439439
  0.13890356 -0.         -0.         -0.         -0.         -0.
  0.3649346   0.01424725  0.23035827  0.13456743 -0.         -0.
 -0.         -0.          0.09191936  0.21269246]";[0.38457963448847127, 0.31553778163478663, 0.2662542691760782, 0.1849489090885151, 0.2744333033990959, 0.39938252959382253, 0.2769985129233045, 0.13183900607744717, 0.4221454663680753, 0.24335556950815931, 0.1319318202228709, 0.10201836354664047, 0.06315530995268744, 0.026618075204177496, 0.04580928632000578, 0.17211306526612735, 0.041519925584100593, 0.015312538165573113, 0.2018792731023639, 0.1264018899254339, 0.17498073434162165, 0.1023438858648582, 0.3184742365865892, 0.3091104046453923, 0.2817808758571108, 0.1704280292700547, 0.03392487703132283, 0.17586476180166885]
324;325;Губаха;Perm;;"[ 0.42673138  0.2756748   0.          0.          0.          0.51042006
  0.0918916   0.          0.68769981  0.          0.          0.
  0.          0.26265976  0.13241271 -0.          0.09179276  0.14875067
  0.13448203  0.65916398  0.78284249 -0.         -0.         -0.
  1.61515615 -0.         -0.          0.53600457]";[0.41742040711558137, 0.24941333702406107, 0.16603957669155608, 0.10772018850009732, 0.1772180838724194, 0.4243982612669624, 0.18837500682513403, 0.0784905446887953, 0.557946049201173, 0.1473124346282399, 0.08148279665358538, 0.059632114124444566, 0.030637167831685845, 0.1297594889417897, 0.08137883374289784, 0.1006614892707986, 0.05031045797265284, 0.10873656262482245, 0.2867622012495767, 0.32467427291595474, 0.38599366781226463, 0.058026844535490646, 0.2256400223479352, 0.2425939800883066, 0.6318471054802283, 0.11700395591183543, 0.053663806105366814, 0.20174923723980123]
325;326;Асино;Tomsk;;"[ 0.46725835  0.          0.          0.          0.          0.48659943
  0.          0.          0.73816708  0.          0.          0.
  0.          0.19932439  0.03605948 -0.         -0.          0.37482368
  0.39133802  0.51544591  0.75221026 -0.         -0.         -0.
  1.20310352 -0.          0.18229863  0.02929584]";[0.4672583495580137, 0.0, 0.0, 0.0, 0.0, 0.48659942730882044, 0.0, 0.0, 0.7381670760139936, 0.0, 0.0, 0.0, 0.0, 0.19932439214373085, 0.03605948399499888, 0.0, 0.0, 0.3748236828209995, 0.39133802410591534, 0.5154459101685392, 0.7522102619351574, 0.0, 0.0, 0.0, 1.2031035175570395, 0.0, 0.18229862725067852, 0.029295835866598913]
326;327;Щигры;Kursk;;"[ 0.28876751  0.27975613  0.          0.          0.          0.52919017
  0.33149126  0.          0.66964255  0.          0.          0.
  0.          0.49223492  0.14005702 -0.         -0.          0.06971304
  0.09240609  0.67587918  0.49079458 -0.         -0.         -0.
  1.5019684  -0.         -0.          0.7089317 ]";[0.3730375374898927, 0.31706175010036663, 0.2068288206790286, 0.1420976937902821, 0.2125840726631852, 0.4398166393703816, 0.2801900287209672, 0.08059318681333116, 0.5188086445808916, 0.153892804105446, 0.06324380185434313, 0.04097382251122621, 0.0, 0.0994156945724046, 0.10034631295653067, 0.0020755682316338083, 0.0139283704061509, 0.02380500381874768, 0.23496371578131217, 0.2973981061933875, 0.31714557615047323, 0.027025344318212935, 0.0, 0.0, 0.6106774518817266, 0.13886830368128833, 0.021934915249579228, 0.32466124705869415]
327;328;Инта;Komi;Inta;"[ 0.38532455  0.30814501  0.28648481  0.1978889   0.27628228  0.39940174
  0.25278152  0.16115697  0.44598655  0.29450583  0.14767036  0.04658481
  0.         -0.          0.04065798 -0.         -0.         -0.
  0.28390884  0.12011687 -0.          0.09468998 -0.         -0.
 -0.          0.33244122  0.1458608   0.08357425]";[0.38998958563100145, 0.27492651935609175, 0.21958138315770923, 0.16859357194796423, 0.24997866545122988, 0.39917113756752215, 0.22255877425562126, 0.13088964855225338, 0.48137014855054117, 0.25972693293288557, 0.13464365578712248, 0.08410592878073439, 0.041165147851684104, 0.029771855798470737, 0.04957172969711147, 0.025017265617355032, 0.013845835955455901, 0.047755971680741506, 0.23882828527038896, 0.16770954413225286, 0.14680905642899889, 0.11321732777340418, 0.015142785695766598, 0.02838182983268712, 0.2302997931118796, 0.19968338902298657, 0.13906032965421775, 0.12738971845956237]
328;329;Новоабзаково;;;"[ 0.76480013  0.47925557  0.43057505  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.          0.06357819 -0.         -0.         -0.
  0.45146836 -0.          0.34099933  0.51470015 -0.         -0.
 -0.         -0.          0.5086596  -0.        ]";
329;330;Рассказово;Tambov;Rasskazovo;"[ 0.33305188  0.34951285  0.25032423  0.          0.17568724  0.48696571
  0.32099595  0.          0.57724777  0.          0.          0.
  0.          0.10870664  0.1574955  -0.         -0.         -0.
  0.20334147  0.34269079  0.41481943 -0.         -0.         -0.
  0.8088968  -0.         -0.          0.32651873]";[0.3739692272553553, 0.319038471441239, 0.2288379908759981, 0.08956072444662634, 0.22320909823923088, 0.4400982118286766, 0.2766880574360421, 0.07988415778313072, 0.5252218612035074, 0.1420255628703857, 0.07779178687351049, 0.05314891022721506, 0.022879265362862253, 0.05075171136773499, 0.11066627833267241, 0.02039451760217195, 0.0, 0.02859851015908254, 0.24594666154150374, 0.2676753092615874, 0.28992788860160423, 0.06517840009388012, 0.0, 0.0, 0.5579330761752507, 0.15008876961659082, 0.033310446890378875, 0.2484480485567023]
330;331;Усинск;Komi;Usinsk;"[ 0.37313693  0.31721049  0.29585635  0.22233172  0.26668197  0.36177269
  0.2792003   0.18506085  0.39975728  0.25520683  0.20362983  0.17628369
  0.10727272 -0.         -0.          0.03357851 -0.          0.01794689
  0.30459747 -0.          0.06347561  0.21431337 -0.          0.09361439
 -0.          0.0342531   0.26343341 -0.        ]";[0.38998958563100145, 0.27492651935609175, 0.21958138315770923, 0.16859357194796423, 0.24997866545122988, 0.39917113756752215, 0.22255877425562126, 0.13088964855225338, 0.48137014855054117, 0.25972693293288557, 0.13464365578712248, 0.08410592878073439, 0.041165147851684104, 0.029771855798470737, 0.04957172969711147, 0.025017265617355032, 0.013845835955455901, 0.047755971680741506, 0.23882828527038896, 0.16770954413225286, 0.14680905642899889, 0.11321732777340418, 0.015142785695766598, 0.02838182983268712, 0.2302997931118796, 0.19968338902298657, 0.13906032965421775, 0.12738971845956237]
331;332;Пестово;Novgorod;;"[ 0.32517038  0.          0.          0.          0.          0.42346836
  0.          0.          0.84554052  0.          0.          0.
  0.          0.34841889  0.12235899 -0.          0.16241503  0.28829935
  0.34372816  0.61000738  0.71986688 -0.         -0.         -0.
  1.43136297 -0.          0.34248673  0.17829922]";[0.39162381412263103, 0.2018376692619407, 0.1450028091574276, 0.09482699133138926, 0.1566334805257954, 0.4286031444622429, 0.15780857432122256, 0.059811360184146026, 0.6115430233295958, 0.16549093968872172, 0.05997754565991273, 0.04882000266736889, 0.01799624320986228, 0.14888549050913416, 0.05849035046934889, 0.047510500855842776, 0.0422099397457555, 0.10836882160568252, 0.25517749965393505, 0.2958219731952789, 0.2995573527275319, 0.0893246817633783, 0.041668157398552265, 0.037379032446156396, 0.5960452721573677, 0.21276415018687667, 0.16949516072889073, 0.14857574166901957]
332;333;Дубна;Moscow Oblast;Dubna;"[ 0.34635346  0.          0.          0.          0.09359792  0.47617594
  0.          0.          0.80282949  0.          0.          0.
  0.         -0.          0.06580383 -0.          0.01193893  0.0549211
  0.29795529  0.26320914  0.09763712 -0.         -0.         -0.
 -0.          0.42476889  0.26228981 -0.        ]";[0.36267325645794757, 0.08360539757783052, 0.013875554919498542, 0.0, 0.07361938579042608, 0.5147761242472542, 0.08995905592282116, 0.0, 0.6718169261324448, 0.09989918066407505, 0.0, 0.0, 0.0, 0.17919492470461457, 0.051404513025686736, 0.0, 0.03561486471247377, 0.1829321364788905, 0.23519604571229502, 0.3573228914661206, 0.3891932864681689, 0.008876461438780394, 0.0, 0.0, 0.5186229659386378, 0.22721651254334752, 0.20040651628769007, 0.22059173607646332]
333;334;Известковый;Sakha;Momskiy;"[ 0.41470046  0.3883619   0.30639863  0.07347821  0.23292042  0.49633705
  0.26341663  0.          0.44086927  0.11646021  0.          0.
  0.         -0.          0.10178731 -0.         -0.         -0.
  0.03464692  0.21891702  0.38410865 -0.         -0.         -0.
  0.88257059 -0.         -0.          0.32146429]";[0.15551635866205088, 0.2838360590469586, 0.11456677664503352, 0.05392106432772168, 0.1066084377510669, 0.49106942820815824, 0.3035320231658183, 0.03565372552721659, 0.37190414442666053, 0.08176003324875396, 0.03565372552721659, 0.03299798121990346, 0.01649899060995173, 0.30629551017924755, 0.10256481150519307, 0.007827202883106578, 0.12590422952488953, 0.0037729604107369654, 0.0686734489777444, 0.18971772059192613, 0.31317314961678966, 0.022728366233608858, 0.10463188869515598, 0.0, 0.9365970213292851, 0.05471147154745594, 0.2704360335933764, 0.3676434284429494]
334;335;Льгов;Kursk;L'govskiy;"[ 0.42497273  0.33996294  0.2810103   0.16519457  0.26056543  0.40585163
  0.26942074  0.          0.48822178  0.19841301  0.12100284  0.
  0.         -0.          0.16753663 -0.         -0.         -0.
  0.31337184  0.38110573  0.29413098 -0.         -0.         -0.
  0.71761373 -0.         -0.          0.16195642]";[0.3730375374898927, 0.31706175010036663, 0.2068288206790286, 0.1420976937902821, 0.2125840726631852, 0.4398166393703816, 0.2801900287209672, 0.08059318681333116, 0.5188086445808916, 0.153892804105446, 0.06324380185434313, 0.04097382251122621, 0.0, 0.0994156945724046, 0.10034631295653067, 0.0020755682316338083, 0.0139283704061509, 0.02380500381874768, 0.23496371578131217, 0.2973981061933875, 0.31714557615047323, 0.027025344318212935, 0.0, 0.0, 0.6106774518817266, 0.13886830368128833, 0.021934915249579228, 0.32466124705869415]
335;336;Бежецк;Tver;;"[ 0.4646562   0.3099806   0.27902352  0.14528142  0.23822354  0.40103111
  0.1617393   0.          0.54631253  0.21645422  0.          0.
  0.         -0.          0.12750757 -0.          0.03034785 -0.
  0.23437057  0.28676485  0.26155329 -0.         -0.         -0.
  0.60731988  0.17912205  0.06977782  0.20283104]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
336;337;Ванино;Khabarovsk;Vaninskiy;"[ 0.44060651  0.          0.          0.          0.          0.49827771
  0.          0.          0.69029674  0.28473783  0.          0.
  0.          0.33200681  0.02215915 -0.          0.00772641  0.33816565
  0.23506424  0.56084652  0.39358237 -0.         -0.         -0.
  1.0681483   0.30571055  0.21829603  0.29272212]";[0.4043304009805185, 0.22455789030410445, 0.2002270067223376, 0.11297267349534236, 0.22943251876463003, 0.4517053786816529, 0.1984622760326004, 0.09180003140113253, 0.4922735062151495, 0.23495193449538157, 0.03499112272431102, 0.060733094716980685, 0.0, 0.069371310466712, 0.03418241694271839, 0.09190837113483387, 0.022151564059049, 0.1030450975285153, 0.12842931322069695, 0.1709668175251607, 0.20338746587506953, 0.040291869149199785, 0.15210234728347594, 0.3746174869491991, 0.47108376169538113, 0.18594646266597561, 0.1562820484368168, 0.1950102023639889]
337;338;Кемь;Karelia;Kemsky District;"[ 0.37056955  0.25400437  0.13342826  0.          0.29750709  0.44323908
  0.15490541  0.          0.62309995  0.28833367  0.          0.
  0.          0.10624675  0.18691812 -0.          0.02864511 -0.
  0.06811262  0.50145889  0.25824011 -0.         -0.         -0.
  0.71976279  0.27630371 -0.          0.35492202]";[0.36143126169696027, 0.15513137990145257, 0.09739872481142867, 0.05160633673634078, 0.19113989050446886, 0.4157472200074902, 0.10070072935779699, 0.0196057323593093, 0.6761512966654785, 0.2614504934492864, 0.015619624481593245, 0.012123378124459516, 0.0, 0.0890927451026336, 0.08825474412285332, 0.01914857073273201, 0.0407235911365609, 0.05267705040861217, 0.14844224249779134, 0.25453194122624867, 0.2031964900271686, 0.0, 0.0012035400803233932, 0.03063581229974946, 0.35980797152774197, 0.25602921563470804, 0.11977372274401052, 0.18988007136737678]
338;339;Болотное;Novosibirsk;;"[ 0.50274936  0.39015085  0.32990767  0.11259851  0.11259851  0.41963584
  0.26288571  0.07104175  0.45888932  0.          0.          0.
  0.         -0.          0.02365232 -0.         -0.         -0.
  0.38943319  0.02161281  0.41818387 -0.         -0.         -0.
  0.48371313 -0.          0.22490034 -0.        ]";[0.37706377522854256, 0.3630305550891687, 0.21473712875369586, 0.09667862934577152, 0.17841985515051517, 0.478047388514738, 0.3080843702444042, 0.09630648411197118, 0.36150798881837826, 0.14117235723190186, 0.05407692087541273, 0.03109741241764994, 0.019750334138953198, 0.09409106604860391, 0.07189703169764962, 0.09257111306982037, 0.035488724923118796, 0.02197968945794825, 0.18883228852066034, 0.20122076822295049, 0.36139293671198575, 0.07528097374054052, 0.22289408960930635, 0.24566243830252693, 0.46921153725670445, 0.07797604598095517, 0.07078442133013498, 0.3742176290716759]
339;340;Сорск;;;"[ 0.49412827  0.32234746  0.34033151  0.          0.          0.41877148
  0.          0.          0.60061159  0.          0.          0.
  0.         -0.          0.07358828 -0.          0.15940104 -0.
  0.48986912  0.34217498  0.69015134 -0.         -0.         -0.
  1.29539306 -0.          0.26085134 -0.        ]";
340;341;Алейск;Altai;;"[ 0.45015152  0.35839493  0.32994483  0.12574291  0.18861436  0.40915451
  0.28037095  0.          0.49126379  0.          0.145983    0.
  0.         -0.          0.09512794 -0.         -0.         -0.
  0.35044846  0.18372896  0.31923564 -0.         -0.         -0.
  0.46568018 -0.          0.00534778 -0.        ]";[0.4323221867328187, 0.302882911022644, 0.19159349804812487, 0.09554588894380614, 0.1934016665033162, 0.4475265915124176, 0.17945279722236246, 0.03381800842125905, 0.5251156347674174, 0.2012865540208331, 0.08309884165436679, 0.025371704578903538, 0.011378418954460848, 0.08643725809311731, 0.11267891368697004, 0.029071208055313106, 0.037857649007507654, 0.05657511091737999, 0.21153918707010677, 0.3960938206409431, 0.3440960437361599, 0.021332461506075935, 0.03213664225732245, 0.056412882932419466, 0.665488431494171, 0.21481719738068095, 0.07475519438103383, 0.2899884709846801]
341;342;Гудермес;Chechnya;Gudermesskiy;"[ 0.39633518  0.31876435  0.25789767  0.15938217  0.26937492  0.42152827
  0.28935274  0.07969109  0.49811329  0.2417113   0.          0.05027948
  0.         -0.          0.13407359 -0.         -0.         -0.
  0.29142323  0.29113594  0.35285054 -0.         -0.         -0.
  0.67883399  0.0481131  -0.          0.45712231]";[0.43015892911333786, 0.31915155094578046, 0.26570520395248437, 0.09279961007873135, 0.2232900865817807, 0.4311365167749595, 0.27451908392798774, 0.05364419793321815, 0.50087283266547, 0.18023057595103775, 0.027080502271862858, 0.033845720582543815, 0.027080502271862858, 0.0, 0.13701632433412755, 0.0, 0.0, 0.0004689799282222968, 0.335127114163319, 0.2856428302809186, 0.35802365402279257, 0.0, 0.0, 0.0, 0.6666845868771013, 0.11579029011935733, 0.1288565514158408, 0.22813454006681033]
342;343;Кола;Murmansk;Kolsky District;"[ 0.41126719  0.30561873  0.26662702  0.          0.22142895  0.42609114
  0.19997027  0.06665676  0.61659489  0.10564846  0.          0.
  0.         -0.          0.13704217 -0.         -0.         -0.
  0.33410463  0.29305595  0.3394538  -0.         -0.         -0.
  0.45213889 -0.          0.08845484  0.05735666]";[0.3826381742231786, 0.2873104496435439, 0.24548547072465113, 0.11007486738926246, 0.2795006494395656, 0.40638267294311353, 0.2343434290817051, 0.11001279794737368, 0.5271751340356033, 0.2730209895789745, 0.07417208508142954, 0.03575205829789876, 0.01665537029970531, 0.018478015427426976, 0.07649744831965842, 0.07901512396787795, 0.0012305105996137566, 0.0024818261808143365, 0.16817966252038927, 0.15268490509146354, 0.096927580593184, 0.08129964604708165, 0.11416041205802956, 0.22855963183869246, 0.22919079231626763, 0.2286062992389851, 0.08266104772535138, 0.1336314199969547]
343;344;Кыштым;;;"[ 0.36763885  0.3238769   0.26912491  0.21037921  0.28479377  0.40007641
  0.30922582  0.19221636  0.43419908  0.22624599  0.11312299  0.12285532
  0.04376195 -0.          0.02312339 -0.         -0.         -0.
  0.41230618  0.13151329  0.30672801 -0.         -0.         -0.
  0.10077813 -0.         -0.          0.28968156]";
344;345;Рубцовск;Altai;;"[ 0.46114788  0.29147769  0.22611562  0.15176603  0.18349453  0.45826834
  0.          0.          0.54965521  0.28709097  0.          0.
  0.         -0.          0.06778973 -0.          0.20942895 -0.
  0.19736528  0.28050546  0.36923494 -0.         -0.         -0.
  0.54098257  0.0794771   0.36009849  0.1520416 ]";[0.4323221867328187, 0.302882911022644, 0.19159349804812487, 0.09554588894380614, 0.1934016665033162, 0.4475265915124176, 0.17945279722236246, 0.03381800842125905, 0.5251156347674174, 0.2012865540208331, 0.08309884165436679, 0.025371704578903538, 0.011378418954460848, 0.08643725809311731, 0.11267891368697004, 0.029071208055313106, 0.037857649007507654, 0.05657511091737999, 0.21153918707010677, 0.3960938206409431, 0.3440960437361599, 0.021332461506075935, 0.03213664225732245, 0.056412882932419466, 0.665488431494171, 0.21481719738068095, 0.07475519438103383, 0.2899884709846801]
345;346;Красный Холм;Tver;;"[ 0.32517038  0.          0.          0.          0.          0.42346836
  0.          0.          0.84554052  0.          0.          0.
  0.          0.34841889  0.12235899 -0.          0.16241503  0.28829935
  0.34372816  0.61000738  0.71986688 -0.         -0.         -0.
  1.43136297 -0.          0.34248673  0.17829922]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
346;347;Вихоревка;Irkutsk;Bratsky District;"[ 0.39519307  0.30310693  0.23359106  0.15572738  0.27287761  0.46172755
  0.30408452  0.11406824  0.45806452  0.24105845  0.09825303  0.04912652
  0.         -0.          0.09071857 -0.         -0.          0.00919571
  0.36803822  0.32777438  0.31280594 -0.         -0.         -0.
  0.29162513  0.01015157 -0.          0.34569689]";[0.38015264956631417, 0.3189452237796431, 0.2605411486926002, 0.2032715865150004, 0.2875279099294911, 0.39195701911933317, 0.2701241174687636, 0.158062027109489, 0.41970627565835766, 0.2590725546689452, 0.1621521602138197, 0.122701390740247, 0.059086843012287574, 0.00525834522726667, 0.04064897033045944, 0.05941882776149669, 0.02168771435108273, 0.02200859782232501, 0.23821740174640021, 0.1329150345125504, 0.15028133741287003, 0.06191762120333024, 0.08671349893180745, 0.07495461254659853, 0.1504036284880076, 0.179749254911245, 0.025393495261789113, 0.15817696421947372]
347;348;Камень-на-Оби;Altai;Kamenskiy;"[ 0.4130549   0.30493857  0.06045098  0.09581254  0.22369521  0.46797927
  0.26126479  0.          0.57487522  0.23617537  0.          0.
  0.          0.21035964  0.20523639 -0.         -0.          0.04167254
  0.01106686  0.60013718  0.32857192 -0.         -0.         -0.
  1.00747586  0.49751133 -0.          0.67475471]";[0.4323221867328187, 0.302882911022644, 0.19159349804812487, 0.09554588894380614, 0.1934016665033162, 0.4475265915124176, 0.17945279722236246, 0.03381800842125905, 0.5251156347674174, 0.2012865540208331, 0.08309884165436679, 0.025371704578903538, 0.011378418954460848, 0.08643725809311731, 0.11267891368697004, 0.029071208055313106, 0.037857649007507654, 0.05657511091737999, 0.21153918707010677, 0.3960938206409431, 0.3440960437361599, 0.021332461506075935, 0.03213664225732245, 0.056412882932419466, 0.665488431494171, 0.21481719738068095, 0.07475519438103383, 0.2899884709846801]
348;349;Ярославль;Yaroslavl;Yaroslavskiy;"[ 0.36714016  0.29584237  0.25480851  0.21739273  0.30375696  0.37479522
  0.2633856   0.17462848  0.41543462  0.31513077  0.18254308  0.12758315
  0.10676526  0.08090125 -0.          0.80544861  0.14605044  0.0059795
 -0.         -0.         -0.          0.20422372  1.73031344  2.10867675
 -0.         -0.          0.10118068 -0.        ]";[0.39203158841116464, 0.246307541012134, 0.19148445274928938, 0.10124724174244852, 0.19099267616640092, 0.4193630236637655, 0.18194775379966707, 0.054849608958906865, 0.5817097160771367, 0.15348929233325934, 0.07960325273932585, 0.05049901423053197, 0.017794209889225917, 0.09243572554497352, 0.08202859195639645, 0.134241434927336, 0.07672540015679812, 0.08522163335471794, 0.25318334754603244, 0.2907227472950759, 0.3681663748970692, 0.0443282433503115, 0.2883855728710116, 0.35144612461838737, 0.5649525132463292, 0.1223755081542016, 0.10831133406640521, 0.16570484761428225]
349;350;Урень;Nizhny Novgorod;Urenskiy;"[ 0.40281452  0.33165248  0.29619802  0.17154909  0.26867739  0.40240962
  0.27409479  0.04785241  0.48308907  0.20681467  0.14355723  0.04785241
  0.         -0.          0.11384817 -0.         -0.         -0.
  0.48753396  0.33510112  0.30050922 -0.         -0.         -0.
  0.32567937 -0.         -0.          0.17100807]";[0.40213211661119674, 0.2942202286328588, 0.2596423024419352, 0.13964758864809554, 0.20950699611631868, 0.41280991614989837, 0.22323492291557268, 0.09754262292823944, 0.5046713144710007, 0.16027722996989555, 0.08432022593839085, 0.06605985660643665, 0.030395003735076795, 0.04416864701882856, 0.052864602637145854, 0.11045456744972784, 0.04995771336689547, 0.03445867265926461, 0.350769884310485, 0.20431396677647182, 0.34107927547208927, 0.05713245411164003, 0.21628705642510007, 0.2199908433742336, 0.39568915270740007, 0.046921448865631404, 0.09917316493247283, 0.1807172192159802]
350;351;Сковородино;Amur;Skovorodinskiy;"[ 0.38211045  0.31031432  0.26926789  0.20939692  0.28242997  0.42452057
  0.29267634  0.16961145  0.37386404  0.28920146  0.14121498  0.12506308
  0.08909673 -0.         -0.         -0.         -0.          0.01726966
  0.2217882   0.00214595  0.13790118  0.10622005 -0.         -0.
 -0.          0.06292101  0.0142476   0.22040724]";[0.4116984744410789, 0.32812335549375377, 0.2746887991359633, 0.18398657726223142, 0.2889518160307333, 0.3882899781303366, 0.2573857867176524, 0.11970485356547324, 0.4125599779373134, 0.2762464021607997, 0.1417752791579792, 0.0759508250329758, 0.05537358692726496, 0.0, 0.06833559861893705, 0.036893482405067034, 0.004729315429224614, 0.012572038310572778, 0.18749801743078423, 0.1633581143462322, 0.09431865088355272, 0.07571403308341948, 0.03678056782921598, 0.0293176730828271, 0.2372909254974658, 0.17283008882723958, 0.04400118072193388, 0.10961683982265423]
351;352;Соль-Илецк;Orenburg;Sol'-Iletskiy;"[ 0.53996198  0.36118602  0.31961111  0.          0.06882451  0.35014212
  0.          0.          0.59033731  0.          0.          0.
  0.         -0.          0.16034583 -0.          0.11511612 -0.
  0.56198608  0.4775976   0.68821981 -0.         -0.         -0.
  1.14125328 -0.          0.10512399  0.05423736]";[0.38588719647630076, 0.3161601165484443, 0.2569043502182088, 0.15442511294227898, 0.2692772837216074, 0.4033742710131724, 0.2600820023890591, 0.14493840918745182, 0.46794942988668087, 0.2419261986395127, 0.08196270134348033, 0.07824883690803773, 0.020969006571125874, 0.0029365751214220793, 0.08977679454737425, 0.02345636642498094, 0.018654572705929337, 0.010001593059989537, 0.326889438114133, 0.24279548626832886, 0.27093178782349125, 0.04573570833479196, 0.0, 0.0, 0.3852091651971271, 0.1573427526868617, 0.032275977970078494, 0.2925693160170643]
352;353;Богданович;Sverdlovsk;;"[ 0.40329616  0.3100625   0.27762232  0.17245193  0.29107393  0.39714982
  0.25819811  0.10517039  0.46422765  0.29257621  0.10517039  0.04529442
  0.         -0.          0.13503206 -0.         -0.         -0.
  0.37728388  0.3669192   0.17915251 -0.         -0.         -0.
  0.29007426  0.22870271 -0.          0.262736  ]";[0.3976463800400721, 0.27812737407810134, 0.19737441746179415, 0.1185344371018293, 0.1832092539874952, 0.46097890777967376, 0.2355073192535272, 0.07547454174957192, 0.46546174324193645, 0.15360771410883475, 0.0682271808916178, 0.042488508011564285, 0.024774780363466916, 0.07863236672482997, 0.06164743856058081, 0.09636747024682889, 0.04014639430790356, 0.04629154593290347, 0.27911825154088993, 0.25336271920698716, 0.3494778155461656, 0.07372968668793003, 0.2295993891848949, 0.29018818175499955, 0.44564687690594673, 0.08907695545229001, 0.09649173135943795, 0.2722210595008688]
353;354;Поронайск;Sakhalin;;"[ 0.          0.          0.          1.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.14814773 -0.         -0.          0.91203792  0.39832254  0.85395495
 -0.         -0.          0.48895948  0.06948926]";[0.06423480829965424, 0.07463248561587493, 0.03211740414982712, 0.35146601787493453, 0.0, 0.09851400027346759, 0.0755059741255647, 0.03626536908320246, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.1663382690970461, 0.15337433343674928, 0.05749852392309048, 0.07565216111881594, 0.05201764020277241, 0.10246309093248297, 0.21361432777611236, 0.20919173911630654, 0.32843534494338883, 0.13277418149654777, 0.32739419832271643, 0.5211085955372577, 0.16654499985366522, 0.31811890906533424, 0.18687402350724205]
354;355;Белогорск;Amur;Belogorsk;"[ 0.41104064  0.31786187  0.28499471  0.18860101  0.29091352  0.42435227
  0.26333239  0.12188163  0.38031814  0.30139938  0.16311307  0.04715025
  0.         -0.          0.02132421 -0.         -0.          0.03501868
  0.23351878  0.1415066   0.00626044  0.09673679 -0.         -0.
 -0.          0.18248375  0.02165901  0.07392455]";[0.4116984744410789, 0.32812335549375377, 0.2746887991359633, 0.18398657726223142, 0.2889518160307333, 0.3882899781303366, 0.2573857867176524, 0.11970485356547324, 0.4125599779373134, 0.2762464021607997, 0.1417752791579792, 0.0759508250329758, 0.05537358692726496, 0.0, 0.06833559861893705, 0.036893482405067034, 0.004729315429224614, 0.012572038310572778, 0.18749801743078423, 0.1633581143462322, 0.09431865088355272, 0.07571403308341948, 0.03678056782921598, 0.0293176730828271, 0.2372909254974658, 0.17283008882723958, 0.04400118072193388, 0.10961683982265423]
